transaction_id,transaction_date,transaction_time,transaction_amount,transaction_category,customer_location,merchant_name,merchant_location,transaction_mode,amount_paid,previous_transactions_count,merchant_category,credit_card_id,status
4937,2024-10-16,8:47:50,868.45,Groceries,Chennai,Spencer's,Hyderabad,POS,868.45,12,Electronics,2306,Pending
4938,2024-10-16,21:18:55,1441.33,Furniture,Pune,D Mart,Chennai,POS,1441.33,4,Electronics,1898,Success
4939,2024-10-16,6:03:42,1312.86,Clothing,Mumbai,V-Mart,Delhi,ATM,1312.86,14,Furniture,2770,Failed
4940,2024-10-16,8:12:44,2816.59,Electronics,Bangalore,V-Mart,Pune,POS,2816.59,2,Retail,823,Success
4941,2024-10-16,0:42:42,4468.4,Healthcare,Kolkata,Easy Day,Mumbai,ATM,4468.4,16,Retail,3001,Failed
4942,2024-10-16,2:03:18,3344.81,Healthcare,Hyderabad,D Mart,Hyderabad,Online,3344.81,19,Grocery,2269,Failed
4943,2024-10-16,22:47:05,865.51,Groceries,Hyderabad,More,Hyderabad,Online,865.51,18,Retail,2313,Pending
4944,2024-10-16,2:39:05,2904.29,Healthcare,Delhi,More,Chennai,POS,2904.29,1,Retail,2307,Pending
4945,2024-10-16,7:10:00,4797.94,Furniture,Kolkata,Spencer's,Chennai,POS,4797.94,1,Retail,1645,Pending
4946,2024-10-16,7:47:46,643.93,Healthcare,Chennai,Big Bazaar,Kolkata,POS,643.93,5,Grocery,2942,Failed
4947,2024-10-16,2:58:28,1090.25,Healthcare,Pune,More,Bangalore,Online,1090.25,17,Furniture,2860,Success
4948,2024-10-16,11:38:08,1256.25,Groceries,Pune,Croma,Pune,POS,1256.25,11,Retail,2970,Failed
4949,2024-10-16,6:13:42,4766.54,Electronics,Mumbai,More,Mumbai,ATM,4766.54,15,Electronics,1935,Pending
4950,2024-10-16,1:33:53,1606.9,Electronics,Bangalore,More,Kolkata,ATM,1606.9,16,Apparel,1968,Success
4951,2024-10-16,10:47:07,4025.39,Clothing,Bangalore,D Mart,Delhi,POS,4025.39,14,Electronics,2785,Success
4952,2024-10-16,7:05:46,917.72,Healthcare,Delhi,More,Chennai,POS,917.72,11,Retail,597,Failed
4953,2024-10-16,15:51:46,1465.24,Groceries,Chennai,Spencer's,Chennai,Online,1465.24,11,Electronics,2132,Pending
4954,2024-10-16,21:09:15,3619.53,Furniture,Delhi,Metro,Mumbai,ATM,3619.53,7,Electronics,3152,Success
4955,2024-10-16,5:50:34,1554.23,Clothing,Mumbai,More,Delhi,POS,1554.23,13,Retail,1402,Pending
4956,2024-10-16,21:31:07,2630.26,Healthcare,Chennai,Easy Day,Chennai,POS,2630.26,15,Electronics,2568,Pending
4957,2024-10-16,12:15:03,3852.06,Furniture,Kolkata,More,Bangalore,ATM,3852.06,9,Furniture,2617,Success
4958,2024-10-16,8:09:19,1017.05,Furniture,Delhi,Metro,Hyderabad,ATM,1017.05,6,Retail,2345,Success
4959,2024-10-16,6:12:35,4524.29,Clothing,Hyderabad,More,Chennai,POS,4524.29,9,Retail,2255,Failed
4960,2024-10-16,3:21:02,761.38,Groceries,Bangalore,More,Delhi,POS,761.38,13,Electronics,2774,Success
4961,2024-10-16,14:17:10,2954.58,Furniture,Bangalore,Croma,Hyderabad,ATM,2954.58,14,Grocery,1753,Pending
4962,2024-10-16,7:53:15,2706.75,Clothing,Bangalore,Reliance Fresh,Chennai,Online,2706.75,8,Electronics,640,Success
4963,2024-10-16,9:48:16,1244.03,Electronics,Kolkata,Reliance Fresh,Pune,ATM,1244.03,8,Electronics,1843,Success
4964,2024-10-16,9:16:56,614.8,Clothing,Pune,Reliance Fresh,Pune,Online,614.8,20,Furniture,2283,Failed
4965,2024-10-16,8:19:58,2397.12,Furniture,Bangalore,More,Pune,Online,2397.12,2,Apparel,1938,Failed
4966,2024-10-16,3:16:43,3342.98,Electronics,Hyderabad,More,Delhi,POS,3342.98,15,Apparel,1243,Failed
4967,2024-10-16,2:46:56,1651.65,Groceries,Mumbai,HyperCity,Bangalore,Online,1651.65,19,Apparel,1835,Success
4968,2024-10-16,23:41:38,3872.06,Groceries,Hyderabad,More,Kolkata,Online,3872.06,1,Grocery,2676,Pending
4969,2024-10-16,13:35:15,4627.01,Clothing,Mumbai,More,Kolkata,Online,4627.01,11,Furniture,1793,Success
4970,2024-10-16,5:55:31,2648.09,Groceries,Chennai,Metro,Kolkata,ATM,2648.09,5,Retail,922,Success
4971,2024-10-16,8:13:04,858.81,Groceries,Chennai,More,Chennai,POS,858.81,14,Electronics,2248,Success
4972,2024-10-16,4:41:08,4291.46,Healthcare,Bangalore,Metro,Hyderabad,ATM,4291.46,16,Furniture,2662,Failed
4973,2024-10-16,11:59:27,2866.79,Healthcare,Bangalore,D Mart,Pune,ATM,2866.79,16,Furniture,1553,Pending
4974,2024-10-16,12:44:25,4457.21,Furniture,Kolkata,HyperCity,Chennai,Online,4457.21,4,Electronics,2928,Pending
4975,2024-10-16,5:48:15,889.72,Healthcare,Pune,Easy Day,Chennai,Online,889.72,20,Retail,2929,Failed
4976,2024-10-16,15:56:30,3150.08,Electronics,Pune,More,Kolkata,ATM,3150.08,19,Electronics,1662,Success
4977,2024-10-16,16:10:06,593.38,Electronics,Delhi,More,Kolkata,ATM,593.38,13,Apparel,1596,Pending
4978,2024-10-16,3:05:01,4354.89,Healthcare,Kolkata,Reliance Fresh,Hyderabad,ATM,4354.89,10,Grocery,2538,Success
4979,2024-10-16,2:20:04,593.94,Electronics,Chennai,D Mart,Mumbai,ATM,593.94,8,Retail,1534,Failed
4980,2024-10-16,6:46:05,4621.38,Clothing,Mumbai,More,Bangalore,Online,4621.38,2,Apparel,2762,Failed
4981,2024-10-16,3:42:01,2182.63,Groceries,Pune,HyperCity,Delhi,POS,2182.63,6,Furniture,1620,Failed
4982,2024-10-16,1:46:47,3200.85,Furniture,Chennai,More,Delhi,ATM,3200.85,19,Apparel,1859,Pending
4983,2024-10-16,7:32:12,817.95,Groceries,Hyderabad,More,Pune,ATM,817.95,19,Grocery,903,Pending
4984,2024-10-16,11:48:07,3157.65,Groceries,Bangalore,Spencer's,Delhi,ATM,3157.65,14,Furniture,2723,Failed
4985,2024-10-16,23:15:18,2292.94,Electronics,Kolkata,More,Chennai,POS,2292.94,16,Apparel,2264,Success
4986,2024-10-16,2:03:12,1010.9,Electronics,Bangalore,Spencer's,Kolkata,POS,1010.9,13,Retail,2374,Failed
4987,2024-10-16,6:24:08,3745.66,Groceries,Bangalore,More,Kolkata,ATM,3745.66,7,Electronics,1396,Pending
4988,2024-10-16,3:25:35,4203.98,Healthcare,Pune,Metro,Kolkata,POS,4203.98,8,Retail,2751,Success
4989,2024-10-16,12:35:13,4415.64,Groceries,Mumbai,More,Pune,POS,4415.64,19,Retail,2719,Failed
4990,2024-10-16,9:08:36,714.8,Groceries,Pune,Reliance Fresh,Bangalore,Online,714.8,15,Retail,2601,Success
4991,2024-10-16,21:29:13,2320.04,Clothing,Delhi,More,Pune,POS,2320.04,8,Grocery,1513,Success
4992,2024-10-16,13:01:05,1420.51,Electronics,Bangalore,More,Bangalore,ATM,1420.51,15,Retail,2024,Pending
4993,2024-10-16,0:04:37,3075.55,Furniture,Pune,D Mart,Delhi,Online,3075.55,16,Apparel,3008,Pending
4994,2024-10-16,11:24:16,4341.01,Clothing,Kolkata,More,Kolkata,ATM,4341.01,6,Retail,1809,Success
4995,2024-10-16,6:26:12,4170.41,Furniture,Delhi,More,Bangalore,ATM,4170.41,5,Retail,2360,Pending
4996,2024-10-16,3:13:07,2032.94,Groceries,Chennai,Easy Day,Mumbai,ATM,2032.94,16,Furniture,2270,Failed
4997,2024-10-16,10:27:59,1561.75,Electronics,Delhi,Reliance Fresh,Kolkata,Online,1561.75,9,Furniture,1561,Failed
4998,2024-10-16,6:50:13,4174.11,Healthcare,Chennai,Spencer's,Mumbai,ATM,4174.11,13,Apparel,2624,Success
4999,2024-10-16,13:57:50,2666.41,Clothing,Bangalore,More,Mumbai,POS,2666.41,11,Furniture,2846,Pending
5000,2024-10-16,17:13:05,2450.71,Healthcare,Chennai,More,Pune,Online,2450.71,15,Furniture,2857,Failed
5001,2024-10-16,7:25:56,3633.34,Furniture,Chennai,D Mart,Kolkata,POS,3633.34,4,Grocery,1926,Success
5002,2024-10-16,22:45:01,3088.5,Healthcare,Delhi,Metro,Pune,Online,3088.5,16,Apparel,2882,Pending
5003,2024-10-16,0:36:46,3842.95,Groceries,Kolkata,Reliance Fresh,Kolkata,Online,3842.95,1,Grocery,1306,Success
5004,2024-10-16,5:53:55,3410.08,Healthcare,Pune,More,Pune,Online,3410.08,9,Electronics,1772,Failed
5005,2024-10-16,22:39:29,1323.67,Healthcare,Pune,Reliance Fresh,Delhi,Online,1323.67,1,Grocery,3009,Pending
5006,2024-10-16,1:23:58,2952.94,Healthcare,Kolkata,More,Chennai,POS,2952.94,14,Electronics,2402,Pending
5007,2024-10-16,15:41:55,1883.83,Healthcare,Mumbai,Easy Day,Chennai,ATM,1883.83,10,Furniture,2971,Pending
5008,2024-10-16,12:40:01,2800.41,Clothing,Hyderabad,Reliance Fresh,Kolkata,Online,2800.41,1,Grocery,2980,Pending
5009,2024-10-16,1:35:46,3115.88,Electronics,Chennai,HyperCity,Pune,POS,3115.88,17,Apparel,814,Success
5010,2024-10-16,10:32:32,3416.78,Electronics,Chennai,D Mart,Bangalore,ATM,3416.78,16,Furniture,2740,Failed
5011,2024-10-16,11:39:05,4037.59,Clothing,Bangalore,More,Kolkata,ATM,4037.59,13,Electronics,573,Success
5012,2024-10-16,0:30:36,519.15,Electronics,Bangalore,Reliance Fresh,Bangalore,Online,519.15,1,Furniture,1039,Success
5013,2024-10-16,4:51:22,1501.25,Electronics,Delhi,V-Mart,Chennai,POS,1501.25,1,Electronics,653,Success
5014,2024-10-16,7:09:16,1121.56,Furniture,Chennai,Croma,Pune,Online,1121.56,12,Retail,1935,Pending
5015,2024-10-16,11:24:12,1765.6,Clothing,Bangalore,Spencer's,Delhi,Online,1765.6,10,Furniture,3179,Success
5016,2024-10-16,22:45:12,3467.73,Furniture,Chennai,Spencer's,Delhi,ATM,3467.73,9,Apparel,2842,Failed
5017,2024-10-16,10:33:28,2428.12,Electronics,Hyderabad,Metro,Pune,ATM,2428.12,17,Retail,1532,Failed
5018,2024-10-16,14:03:16,4828.09,Groceries,Mumbai,Croma,Bangalore,POS,4828.09,17,Furniture,1991,Pending
5019,2024-10-16,11:06:19,3910.52,Clothing,Mumbai,HyperCity,Kolkata,ATM,3910.52,8,Furniture,1388,Pending
5020,2024-10-16,22:03:43,4270.73,Healthcare,Chennai,Spencer's,Delhi,ATM,4270.73,8,Furniture,3065,Success
5021,2024-10-16,20:24:22,1605.97,Electronics,Kolkata,Easy Day,Hyderabad,POS,1605.97,14,Furniture,1651,Pending
5022,2024-10-16,15:43:14,1446.13,Furniture,Hyderabad,More,Pune,ATM,1446.13,5,Electronics,768,Pending
5023,2024-10-16,16:44:14,1052.42,Furniture,Delhi,Easy Day,Pune,ATM,1052.42,14,Furniture,2883,Success
5024,2024-10-16,0:11:06,4599.73,Furniture,Bangalore,Croma,Kolkata,Online,4599.73,8,Electronics,2674,Success
5025,2024-10-16,8:23:39,2710.2,Healthcare,Pune,More,Delhi,POS,2710.2,18,Apparel,2071,Success
5026,2024-10-16,23:54:38,3797.4,Clothing,Delhi,Big Bazaar,Hyderabad,ATM,3797.4,17,Retail,3191,Failed
5027,2024-10-16,22:52:24,4738.97,Clothing,Hyderabad,Easy Day,Mumbai,ATM,4738.97,7,Grocery,2535,Failed
5028,2024-10-16,10:05:28,1294.29,Healthcare,Kolkata,More,Mumbai,ATM,1294.29,13,Apparel,2594,Success
5029,2024-10-16,11:29:21,4989.17,Electronics,Chennai,Spencer's,Delhi,ATM,4989.17,3,Retail,2650,Failed
5030,2024-10-16,7:46:43,2318.72,Furniture,Kolkata,More,Pune,ATM,2318.72,14,Apparel,2155,Pending
5031,2024-10-16,16:16:01,3704.02,Healthcare,Chennai,Easy Day,Hyderabad,Online,3704.02,20,Retail,1514,Failed
5032,2024-10-16,1:43:14,3434.28,Furniture,Bangalore,Metro,Hyderabad,ATM,3434.28,19,Grocery,2250,Success
5033,2024-10-16,6:15:45,648.5,Electronics,Kolkata,Easy Day,Bangalore,Online,648.5,14,Grocery,1978,Failed
5034,2024-10-16,23:53:03,1131.29,Groceries,Mumbai,More,Delhi,Online,1131.29,9,Furniture,2505,Pending
5035,2024-10-16,21:40:30,2625.06,Electronics,Chennai,More,Mumbai,ATM,2625.06,18,Electronics,1802,Pending
5036,2024-10-16,1:02:44,999.64,Healthcare,Pune,Metro,Pune,POS,999.64,3,Grocery,1882,Success
5037,2024-10-16,12:47:52,3111.44,Groceries,Chennai,More,Bangalore,POS,3111.44,6,Electronics,2096,Failed
5038,2024-10-16,7:51:37,2313.3,Electronics,Hyderabad,Metro,Bangalore,POS,2313.3,5,Apparel,733,Pending
5039,2024-10-16,2:53:39,3648.33,Clothing,Mumbai,D Mart,Chennai,Online,3648.33,18,Electronics,1629,Success
5040,2024-10-16,15:00:32,2786.55,Clothing,Hyderabad,Big Bazaar,Mumbai,ATM,2786.55,20,Furniture,2480,Pending
5041,2024-10-16,20:46:15,2429.31,Healthcare,Delhi,More,Kolkata,POS,2429.31,1,Electronics,3129,Success
5042,2024-10-16,11:52:23,4420.55,Healthcare,Mumbai,More,Hyderabad,POS,4420.55,8,Electronics,2267,Pending
5043,2024-10-16,11:49:34,3233.12,Clothing,Bangalore,D Mart,Pune,POS,3233.12,11,Grocery,2931,Failed
5044,2024-10-16,15:33:39,4283.94,Healthcare,Hyderabad,Easy Day,Mumbai,ATM,4283.94,2,Apparel,2927,Failed
5045,2024-10-16,19:52:05,3747.19,Healthcare,Hyderabad,More,Chennai,Online,3747.19,5,Grocery,1574,Success
5046,2024-10-16,22:33:02,3639.35,Clothing,Pune,Reliance Fresh,Kolkata,ATM,3639.35,3,Electronics,2988,Success
5047,2024-10-16,16:10:17,1566.24,Groceries,Mumbai,Metro,Chennai,Online,1566.24,5,Apparel,2072,Failed
5048,2024-10-16,12:40:39,3839.68,Furniture,Pune,More,Pune,ATM,3839.68,16,Apparel,2145,Pending
5049,2024-10-16,7:45:11,3033.51,Healthcare,Kolkata,D Mart,Bangalore,Online,3033.51,9,Electronics,2554,Success
5050,2024-10-16,4:07:45,4418.78,Furniture,Kolkata,D Mart,Kolkata,Online,4418.78,4,Apparel,2670,Pending
5051,2024-10-16,9:56:13,4508.99,Groceries,Delhi,Easy Day,Chennai,POS,4508.99,1,Retail,3164,Success
5052,2024-10-16,22:44:35,2311.44,Healthcare,Kolkata,More,Bangalore,POS,2311.44,17,Electronics,3179,Pending
5053,2024-10-16,19:18:21,1485.7,Healthcare,Kolkata,D Mart,Pune,Online,1485.7,9,Electronics,1102,Failed
5054,2024-10-16,12:07:43,2101.65,Furniture,Bangalore,Reliance Fresh,Delhi,Online,2101.65,5,Retail,2005,Failed
5055,2024-10-16,12:54:06,3843.8,Healthcare,Hyderabad,Metro,Bangalore,Online,3843.8,7,Furniture,1053,Pending
5056,2024-10-16,12:01:59,3085.67,Groceries,Chennai,Easy Day,Hyderabad,ATM,3085.67,7,Grocery,1844,Success
5057,2024-10-16,16:39:26,1573.11,Groceries,Bangalore,Reliance Fresh,Hyderabad,POS,1573.11,19,Retail,1495,Failed
5058,2024-10-16,2:30:54,559.67,Furniture,Hyderabad,More,Kolkata,Online,559.67,1,Apparel,2242,Success
5059,2024-10-16,15:29:34,2350.41,Groceries,Kolkata,More,Pune,Online,2350.41,17,Apparel,2153,Failed
5060,2024-10-16,4:54:25,684.66,Healthcare,Kolkata,Reliance Fresh,Mumbai,POS,684.66,7,Retail,2675,Pending
5061,2024-10-16,12:19:05,2190.9,Healthcare,Delhi,More,Delhi,Online,2190.9,9,Electronics,2977,Success
5062,2024-10-16,10:25:20,2953.51,Healthcare,Hyderabad,D Mart,Pune,ATM,2953.51,19,Apparel,1720,Success
5063,2024-10-16,12:25:31,2773.91,Electronics,Mumbai,D Mart,Hyderabad,POS,2773.91,2,Electronics,1183,Success
5064,2024-10-16,0:01:36,836.23,Clothing,Mumbai,More,Chennai,Online,836.23,18,Grocery,1896,Pending
5065,2024-10-16,15:49:02,980.76,Groceries,Delhi,D Mart,Mumbai,POS,980.76,18,Electronics,853,Pending
5066,2024-10-16,8:51:00,4994.68,Healthcare,Chennai,More,Bangalore,ATM,4994.68,18,Retail,2024,Pending
5067,2024-10-16,11:14:17,4879.74,Clothing,Mumbai,More,Pune,Online,4879.74,18,Apparel,743,Failed
5068,2024-10-16,8:04:46,4955.26,Furniture,Mumbai,More,Pune,Online,4955.26,16,Retail,2876,Pending
5069,2024-10-16,5:48:58,4788.04,Clothing,Hyderabad,Reliance Fresh,Bangalore,ATM,4788.04,16,Retail,2589,Failed
5070,2024-10-16,12:44:39,2296,Electronics,Delhi,HyperCity,Pune,ATM,2296,2,Electronics,2874,Failed
5071,2024-10-16,19:26:18,4984.65,Healthcare,Kolkata,More,Bangalore,ATM,4984.65,13,Retail,1371,Failed
5072,2024-10-16,21:34:50,547.31,Groceries,Delhi,More,Bangalore,Online,547.31,14,Apparel,2933,Pending
5073,2024-10-16,5:22:03,2187.39,Furniture,Chennai,Reliance Fresh,Pune,POS,2187.39,1,Electronics,1670,Pending
5074,2024-10-16,1:03:24,593.69,Healthcare,Pune,Big Bazaar,Kolkata,POS,593.69,15,Apparel,557,Failed
5075,2024-10-16,20:46:49,2681.15,Healthcare,Delhi,D Mart,Hyderabad,ATM,2681.15,8,Furniture,1711,Success
5076,2024-10-16,5:17:57,4670.36,Clothing,Chennai,More,Delhi,POS,4670.36,5,Furniture,1902,Pending
5077,2024-10-16,21:02:54,687.5,Electronics,Bangalore,Croma,Mumbai,ATM,687.5,19,Apparel,3098,Success
5078,2024-10-16,21:42:26,3166.2,Groceries,Delhi,Reliance Fresh,Chennai,POS,3166.2,16,Retail,1800,Failed
5079,2024-10-16,1:44:31,1342.81,Electronics,Delhi,More,Mumbai,Online,1342.81,19,Retail,1679,Success
5080,2024-10-16,7:51:00,2465.85,Furniture,Pune,D Mart,Delhi,POS,2465.85,15,Grocery,3172,Pending
5081,2024-10-16,12:17:15,4693.12,Groceries,Pune,Croma,Pune,Online,4693.12,1,Furniture,1541,Pending
5082,2024-10-16,7:54:56,1595.15,Clothing,Bangalore,More,Delhi,POS,1595.15,18,Retail,2757,Success
5083,2024-10-16,13:51:52,1889.1,Electronics,Pune,More,Kolkata,Online,1889.1,17,Apparel,2426,Failed
5084,2024-10-16,7:17:39,3348.83,Clothing,Chennai,Reliance Fresh,Chennai,ATM,3348.83,13,Apparel,1770,Pending
5085,2024-10-16,14:57:37,653.33,Clothing,Hyderabad,HyperCity,Mumbai,Online,653.33,12,Furniture,2197,Pending
5086,2024-10-16,15:04:28,3459.17,Electronics,Hyderabad,Reliance Fresh,Bangalore,POS,3459.17,12,Retail,1763,Success
5087,2024-10-16,22:13:59,4339.58,Clothing,Delhi,D Mart,Kolkata,ATM,4339.58,11,Apparel,2069,Pending
5088,2024-10-16,5:39:31,979.41,Groceries,Chennai,D Mart,Hyderabad,ATM,979.41,9,Furniture,987,Pending
5089,2024-10-16,5:21:45,4638.85,Clothing,Hyderabad,V-Mart,Pune,Online,4638.85,12,Retail,2869,Failed
5090,2024-10-16,18:54:21,1719.95,Furniture,Mumbai,HyperCity,Kolkata,ATM,1719.95,11,Electronics,2837,Success
5091,2024-10-16,8:50:30,2543.65,Groceries,Mumbai,Easy Day,Bangalore,POS,2543.65,5,Apparel,2365,Failed
5092,2024-10-16,9:41:37,2426.88,Healthcare,Bangalore,More,Pune,POS,2426.88,11,Grocery,3031,Pending
5093,2024-10-16,21:08:17,3582.41,Electronics,Chennai,More,Chennai,POS,3582.41,12,Furniture,3166,Pending
5094,2024-10-16,3:00:15,4502.53,Healthcare,Hyderabad,More,Delhi,ATM,4502.53,8,Electronics,1070,Failed
5095,2024-10-16,9:59:40,4652.39,Electronics,Delhi,Reliance Fresh,Mumbai,POS,4652.39,6,Grocery,824,Failed
5096,2024-10-16,1:59:33,2430.68,Clothing,Hyderabad,More,Hyderabad,ATM,2430.68,4,Furniture,1478,Pending
5097,2024-10-16,20:17:33,2264.36,Clothing,Chennai,D Mart,Hyderabad,ATM,2264.36,8,Apparel,1538,Success
5098,2024-10-16,17:35:49,3705.48,Healthcare,Mumbai,D Mart,Pune,Online,3705.48,7,Retail,2893,Pending
5099,2024-10-16,3:25:57,2123.45,Electronics,Mumbai,Easy Day,Bangalore,POS,2123.45,4,Retail,3208,Failed
5100,2024-10-16,8:41:33,4535.13,Electronics,Chennai,More,Bangalore,POS,4535.13,7,Electronics,839,Failed
5101,2024-10-16,22:52:43,2553.08,Healthcare,Pune,HyperCity,Chennai,Online,2553.08,6,Grocery,2295,Pending
5102,2024-10-16,20:49:48,4499.99,Groceries,Chennai,More,Mumbai,ATM,4499.99,14,Furniture,2048,Success
5103,2024-10-16,5:30:00,4465.07,Clothing,Hyderabad,Big Bazaar,Bangalore,ATM,4465.07,17,Electronics,1547,Pending
5104,2024-10-16,18:23:54,1386.63,Electronics,Kolkata,More,Kolkata,ATM,1386.63,16,Electronics,2038,Success
5105,2024-10-16,11:30:07,2874.76,Clothing,Chennai,Big Bazaar,Mumbai,POS,2874.76,7,Furniture,2864,Failed
5106,2024-10-16,14:32:07,1181.67,Furniture,Mumbai,More,Bangalore,POS,1181.67,11,Apparel,2355,Failed
5107,2024-10-16,11:35:53,3153.97,Groceries,Chennai,More,Hyderabad,Online,3153.97,10,Electronics,1521,Success
5108,2024-10-16,2:09:14,1979.61,Groceries,Hyderabad,More,Hyderabad,POS,1979.61,9,Electronics,3163,Failed
5109,2024-10-16,4:43:56,850.68,Electronics,Bangalore,D Mart,Bangalore,Online,850.68,17,Apparel,2824,Success
5110,2024-10-16,22:25:52,1900.74,Clothing,Mumbai,More,Chennai,Online,1900.74,15,Retail,1587,Pending
5111,2024-10-16,13:57:03,3503.75,Clothing,Hyderabad,Croma,Bangalore,POS,3503.75,11,Grocery,2630,Success
5112,2024-10-16,0:41:11,2715.14,Clothing,Pune,More,Mumbai,Online,2715.14,12,Apparel,1385,Pending
5113,2024-10-16,20:34:10,930.32,Furniture,Kolkata,More,Chennai,ATM,930.32,10,Retail,2368,Failed
5114,2024-10-16,3:33:16,4464.91,Electronics,Delhi,More,Chennai,ATM,4464.91,9,Retail,3151,Pending
5115,2024-10-16,15:57:59,3285.91,Electronics,Bangalore,D Mart,Kolkata,POS,3285.91,17,Retail,2510,Success
5116,2024-10-16,2:11:35,3283.91,Furniture,Mumbai,More,Bangalore,POS,3283.91,4,Electronics,1994,Failed
5117,2024-10-16,14:55:28,957.48,Healthcare,Bangalore,More,Bangalore,ATM,957.48,12,Electronics,1206,Pending
5118,2024-10-16,21:25:23,3986.61,Healthcare,Chennai,Easy Day,Chennai,ATM,3986.61,2,Apparel,3064,Success
5119,2024-10-16,23:55:34,3176.45,Furniture,Kolkata,More,Pune,ATM,3176.45,2,Furniture,2058,Failed
5120,2024-10-16,11:29:20,1585.6,Healthcare,Hyderabad,D Mart,Chennai,ATM,1585.6,10,Furniture,2021,Success
5121,2024-10-16,18:57:24,4359.18,Electronics,Delhi,D Mart,Pune,ATM,4359.18,20,Retail,1245,Failed
5122,2024-10-16,11:09:23,4676.23,Clothing,Kolkata,More,Bangalore,POS,4676.23,11,Retail,2726,Success
5123,2024-10-16,2:24:02,598.54,Groceries,Chennai,HyperCity,Bangalore,POS,598.54,4,Furniture,2244,Pending
5124,2024-10-16,1:50:05,714.1,Groceries,Pune,More,Chennai,Online,714.1,7,Retail,911,Success
5125,2024-10-16,9:54:52,1298.08,Furniture,Delhi,Metro,Pune,POS,1298.08,6,Grocery,1098,Success
5126,2024-10-16,12:51:47,4019.76,Electronics,Pune,More,Hyderabad,POS,4019.76,2,Electronics,2994,Success
5127,2024-10-16,20:28:25,1157.64,Furniture,Mumbai,More,Hyderabad,Online,1157.64,9,Apparel,1138,Success
5128,2024-10-16,3:26:21,2104.87,Clothing,Pune,Reliance Fresh,Delhi,POS,2104.87,12,Electronics,3102,Pending
5129,2024-10-16,0:27:29,1427.14,Clothing,Pune,D Mart,Hyderabad,POS,1427.14,7,Electronics,1380,Failed
5130,2024-10-16,1:33:07,934.47,Clothing,Pune,More,Hyderabad,POS,934.47,10,Grocery,2829,Failed
5131,2024-10-16,2:27:01,766.56,Furniture,Pune,More,Kolkata,Online,766.56,20,Furniture,1463,Pending
5132,2024-10-16,12:05:07,3679.65,Electronics,Chennai,Metro,Mumbai,ATM,3679.65,11,Retail,2350,Failed
5133,2024-10-16,21:21:27,3446.26,Electronics,Mumbai,Reliance Fresh,Bangalore,Online,3446.26,3,Furniture,821,Pending
5134,2024-10-16,21:37:54,4345.8,Electronics,Chennai,More,Chennai,POS,4345.8,2,Grocery,2107,Pending
5135,2024-10-16,21:07:03,2123.18,Clothing,Pune,More,Chennai,Online,2123.18,2,Apparel,2495,Success
5136,2024-10-16,9:24:50,2930.08,Healthcare,Kolkata,Reliance Fresh,Delhi,Online,2930.08,17,Electronics,2400,Success
5137,2024-10-16,3:24:04,2120,Furniture,Hyderabad,Croma,Delhi,ATM,2120,20,Electronics,2555,Pending
5138,2024-10-16,6:27:00,1852.75,Healthcare,Hyderabad,Spencer's,Delhi,POS,1852.75,3,Apparel,2345,Failed
5139,2024-10-16,8:06:13,4402.37,Clothing,Delhi,Easy Day,Bangalore,ATM,4402.37,15,Apparel,2410,Failed
5140,2024-10-16,8:33:16,2291.67,Clothing,Mumbai,D Mart,Hyderabad,ATM,2291.67,20,Electronics,1920,Failed
5141,2024-10-16,20:05:52,1408.32,Electronics,Chennai,Reliance Fresh,Chennai,POS,1408.32,12,Apparel,1822,Success
5142,2024-10-16,1:53:10,1445.79,Groceries,Mumbai,D Mart,Delhi,ATM,1445.79,3,Grocery,2958,Success
5143,2024-10-16,2:30:23,3398.04,Healthcare,Chennai,Big Bazaar,Pune,Online,3398.04,9,Grocery,587,Success
5144,2024-10-16,0:47:46,1855.88,Healthcare,Delhi,HyperCity,Bangalore,ATM,1855.88,11,Apparel,2903,Failed
5145,2024-10-16,4:43:51,3037.54,Healthcare,Kolkata,Metro,Hyderabad,POS,3037.54,17,Grocery,1899,Pending
5146,2024-10-16,22:07:02,3619.1,Clothing,Delhi,D Mart,Pune,POS,3619.1,7,Retail,1658,Pending
5147,2024-10-16,17:07:38,4357.03,Clothing,Kolkata,Spencer's,Pune,POS,4357.03,6,Retail,1172,Failed
5148,2024-10-16,8:49:17,784.27,Electronics,Kolkata,Croma,Pune,POS,784.27,14,Retail,767,Failed
5149,2024-10-16,10:18:22,4787.85,Healthcare,Kolkata,More,Pune,ATM,4787.85,5,Electronics,629,Failed
5150,2024-10-16,21:21:37,959.03,Clothing,Chennai,HyperCity,Chennai,Online,959.03,1,Furniture,754,Success
5151,2024-10-16,2:55:49,3490.08,Groceries,Mumbai,Reliance Fresh,Pune,Online,3490.08,6,Grocery,2155,Success
5152,2024-10-16,0:22:36,3720.84,Electronics,Hyderabad,D Mart,Bangalore,Online,3720.84,6,Retail,2582,Failed
5153,2024-10-16,21:45:24,3183.4,Electronics,Delhi,More,Delhi,ATM,3183.4,12,Electronics,947,Success
5154,2024-10-16,6:43:12,1677.91,Electronics,Delhi,HyperCity,Pune,Online,1677.91,5,Apparel,3169,Pending
5155,2024-10-16,3:07:12,4996.12,Electronics,Mumbai,More,Bangalore,POS,4996.12,7,Apparel,686,Success
5156,2024-10-16,16:44:20,2012.34,Groceries,Bangalore,Reliance Fresh,Mumbai,ATM,2012.34,13,Apparel,2502,Pending
